id,parent,children,a_plus,conect,Tsim,Tdsim,pos,name,
,2233,[81],[],2140,True,0.81,1.0,81,kaden-channel402,
,885,[81],[],1743,True,0.81,1.0,81,kaden-channel611,
,134,[27],"[1472, 2378, 2507, 1162, 1316, 1134]",81,True,0.81,1.0,27,kaden-channel559,
,1472,[134],[],242,True,0.81,1.0,134,kaden-channel551,
,2378,[134],[],1472,True,0.81,1.0,134,kaden-channel276,
,2507,[134],[],1472,True,0.81,1.0,134,kaden-channel306,
,1162,[134],[],1472,True,0.81,1.0,134,kaden-channel412,
,1316,[134],[],2378,True,0.81,1.0,134,kaden-channel685,
,1134,[134],[],1162,True,0.81,1.0,134,kaden-channel243,
,195,[27],"[1120, 1395, 855, 1000]",81,True,0.81,1.0,27,kaden-channel443,
,1120,[195],[],308,True,0.81,1.0,195,kaden-channel835,
,1395,[195],[],1120,True,0.81,1.0,195,kaden-channel64,
,855,[195],[],1395,True,0.81,1.0,195,kaden-channel428,
,1000,[195],[],855,True,0.81,1.0,195,kaden-channel62,
,236,[27],"[1257, 1358]",134,True,0.81,1.0,27,kaden-channel368,
,1257,[236],[],314,True,0.81,1.0,236,movie-enter524,
,1358,[236],[],1257,True,0.81,1.0,236,kaden-channel71,
,242,[27],"[1082, 1146, 2092, 2257, 996, 2069]",134,True,0.81,1.0,27,kaden-channel683,
,1082,[242],[],134,True,0.81,1.0,242,kaden-channel219,
,1146,[242],[],1082,True,0.81,1.0,242,kaden-channel792,
,2092,[242],[],1082,True,0.81,1.0,242,kaden-channel361,
,2257,[242],[],2092,True,0.81,1.0,242,kaden-channel588,
,996,[242],[],2092,True,0.81,1.0,242,kaden-channel391,
,2069,[242],[],1082,True,0.81,1.0,242,kaden-channel652,
,283,[27],"[1165, 1208, 1683, 2049, 2232]",242,True,0.81,1.0,27,kaden-channel471,
,1165,[283],[],295,True,0.81,1.0,283,kaden-channel679,
,1208,[283],[],1165,True,0.81,1.0,283,kaden-channel272,
,1683,[283],[],1208,True,0.81,1.0,283,kaden-channel294,
,2049,[283],[],1208,True,0.81,1.0,283,kaden-channel794,
,2232,[283],[],1683,True,0.81,1.0,283,kaden-channel703,
,295,[27],"[1171, 1397, 2403, 119, 1039, 2005]",283,True,0.81,1.0,27,kaden-channel687,
,1171,[295],[],314,True,0.81,1.0,295,kaden-channel222,
,1397,[295],[],1171,True,0.81,1.0,295,kaden-channel585,
,2403,[295],[],1171,True,0.81,1.0,295,kaden-channel156,
,119,[295],[],1397,True,0.81,1.0,295,kaden-channel697,
,1039,[295],[],1397,True,0.7290000000000001,1.5,295,kaden-channel796,
,2005,[295],[],1171,True,0.81,1.0,295,kaden-channel241,
,308,[27],"[2265, 2586, 814, 1899, 2628]",81,True,0.81,1.0,27,kaden-channel48,
,2265,[308],[],308,True,0.81,1.0,308,kaden-channel121,
,2586,[308],[],2265,True,0.81,1.0,308,kaden-channel27,
,814,[308],[],2586,True,0.81,1.0,308,kaden-channel228,
,1899,[308],[],814,True,0.81,1.0,308,kaden-channel206,
,2628,[308],[],2265,True,0.81,1.0,308,kaden-channel35,
,310,[27],"[370, 1705, 1846, 2079, 2376, 1704]",134,True,0.81,1.0,27,kaden-channel623,
,370,[310],[],283,True,0.81,1.0,310,kaden-channel277,
,1705,[310],[],370,True,0.81,1.0,310,kaden-channel220,
,1846,[310],[],370,True,0.81,1.0,310,kaden-channel93,
,2079,[310],[],370,True,0.81,1.0,310,kaden-channel605,
,2376,[310],[],370,True,0.81,1.0,310,kaden-channel562,
,1704,[310],[],2376,True,0.81,1.0,310,kaden-channel349,
,314,[27],"[461, 728, 815, 1184, 1517, 1868, 2133, 2252, 984, 845]",242,True,0.81,1.0,27,kaden-channel83,
,461,[314],[],314,True,0.7290000000000001,1.5,314,sports-watch73,
,728,[314],[],461,True,0.81,1.0,314,kaden-channel441,
,815,[314],[],728,True,0.81,1.0,314,kaden-channel51,
,1184,[314],[],815,True,0.81,1.0,314,kaden-channel13,
,1517,[314],[],815,True,0.81,1.0,314,kaden-channel152,
,1868,[314],[],1184,True,0.81,1.0,314,kaden-channel571,
,2133,[314],[],1517,True,0.81,1.0,314,kaden-channel148,
,2252,[314],[],1868,True,0.81,1.0,314,kaden-channel42,
,984,[314],[],815,True,0.81,1.0,314,kaden-channel449,
,845,[314],[],1517,True,0.81,1.0,314,kaden-channel532,
,31,[11],"[89, 132, 192, 243, 280, 346, 512, 522, 523, 641]",27,True,0.81,1.0,11,kaden-channel790,
,89,[31],"[1991, 2123, 1233, 2327, 1256]",36,True,0.81,1.0,31,kaden-channel472,
,1991,[89],[],280,True,0.81,1.0,89,kaden-channel535,
,2123,[89],[],1991,True,0.81,1.0,89,kaden-channel648,
,1233,[89],[],2123,True,0.81,1.0,89,kaden-channel509,
,2327,[89],[],2123,True,0.7290000000000001,1.5,89,kaden-channel21,
,1256,[89],[],1991,True,0.81,1.0,89,kaden-channel409,
,132,[31],"[793, 899, 1062, 1966, 2207, 2260, 2088]",89,True,0.81,1.0,31,kaden-channel508,
,793,[132],[],280,True,0.81,1.0,132,sports-watch564,
,899,[132],[],793,True,0.81,1.0,132,kaden-channel198,
,1062,[132],[],899,True,0.81,1.0,132,kaden-channel46,
,1966,[132],[],1062,True,0.81,1.0,132,kaden-channel632,
,2207,[132],[],1966,True,0.81,1.0,132,kaden-channel132,
,2260,[132],[],1966,True,0.81,1.0,132,kaden-channel654,
,2088,[132],[],1966,True,0.81,1.0,132,kaden-channel270,
,192,[31],"[689, 746, 831, 1283, 1877, 1982, 2198, 2349, 384, 1060]",89,True,0.81,1.0,31,kaden-channel180,
,689,[192],[],89,True,0.81,1.0,192,kaden-channel390,
,746,[192],[],689,True,0.81,1.0,192,kaden-channel711,
,831,[192],[],746,True,0.81,1.0,192,kaden-channel286,
,1283,[192],[],831,True,0.81,1.0,192,kaden-channel726,
,1877,[192],[],689,True,0.7290000000000001,1.5,192,kaden-channel413,
,1982,[192],[],831,True,0.81,1.0,192,kaden-channel258,
,2198,[192],[],1982,True,0.81,1.0,192,kaden-channel663,
,2349,[192],[],1982,True,0.81,1.0,192,kaden-channel400,
,384,[192],[],831,True,0.81,1.0,192,kaden-channel136,
,1060,[192],[],384,True,0.81,1.0,192,kaden-channel115,
,243,[31],"[609, 902, 2128, 1793]",89,True,0.81,1.0,31,kaden-channel560,
,609,[243],[],280,True,0.7290000000000001,1.5,243,kaden-channel454,
,902,[243],[],609,True,0.81,1.0,243,kaden-channel249,
,2128,[243],[],902,True,0.7290000000000001,1.5,243,kaden-channel230,
,1793,[243],[],902,True,0.81,1.0,243,kaden-channel324,
,280,[31],"[908, 1019, 2338, 2442, 2454, 2520, 1848, 2276, 1483]",132,True,0.81,1.0,31,kaden-channel112,
,908,[280],[],132,True,0.7290000000000001,1.5,280,kaden-channel705,
,1019,[280],[],908,True,0.81,1.0,280,kaden-channel47,
,2338,[280],[],908,True,0.7290000000000001,1.5,280,kaden-channel310,
,2442,[280],[],1019,True,0.81,1.0,280,kaden-channel780,
,2454,[280],[],1019,True,0.81,1.0,280,kaden-channel50,
,2520,[280],[],1019,True,0.81,1.0,280,kaden-channel639,
,1848,[280],[],2338,True,0.81,1.0,280,kaden-channel736,
,2276,[280],[],2520,True,0.81,1.0,280,kaden-channel328,
,1483,[280],[],2520,True,0.81,1.0,280,kaden-channel658,
,346,[31],"[822, 1445, 1714, 1866, 1908, 1916, 1928, 2511, 2615, 734]",192,True,0.81,1.0,31,kaden-channel753,
,822,[346],[],243,True,0.7290000000000001,1.5,346,kaden-channel145,
,1445,[346],[2479],822,True,0.7290000000000001,1.5,346,kaden-channel826,
,2479,[1445],[],1928,True,0.81,1.0,1445,kaden-channel265,
,1714,[346],[],822,True,0.81,1.0,346,kaden-channel335,
,1866,[346],[],1445,True,0.81,1.0,346,kaden-channel76,
,1908,[346],[],1866,True,0.7290000000000001,1.5,346,kaden-channel675,
,1916,[346],[],1866,True,0.81,1.0,346,kaden-channel303,
,1928,[346],[],1916,True,0.81,1.0,346,kaden-channel496,
,2511,[346],[],822,True,0.81,1.0,346,kaden-channel300,
,2615,[346],[864],2511,True,0.81,1.0,346,kaden-channel108,
,864,[2615],[],1916,True,0.7290000000000001,1.5,2615,kaden-channel582,
,734,[346],[],1928,True,0.7290000000000001,1.5,346,kaden-channel771,
,512,[31],"[1305, 1549, 1880, 2137, 896, 2179, 1636]",132,True,0.81,1.0,31,kaden-channel829,
,1305,[512],[],280,True,0.81,1.0,512,kaden-channel225,
,1549,[512],[],1305,True,0.7290000000000001,1.5,512,kaden-channel98,
,1880,[512],[],1305,True,0.7290000000000001,1.5,512,kaden-channel239,
,2137,[512],[],1305,True,0.7290000000000001,1.5,512,kaden-channel678,
,896,[512],[],1305,True,0.81,1.0,512,kaden-channel298,
,2179,[512],[],1305,True,0.81,1.0,512,kaden-channel724,
,1636,[512],[],1305,True,0.81,1.0,512,kaden-channel566,
,522,[31],"[715, 2190, 2273, 2540, 2181]",512,True,0.81,1.0,31,kaden-channel764,
,715,[522],[],522,True,0.81,1.0,522,kaden-channel242,
,2190,[522],[],715,True,0.7290000000000001,1.5,522,kaden-channel864,
,2273,[522],[],715,True,0.81,1.0,522,kaden-channel232,
,2540,[522],[],2273,True,0.81,1.0,522,kaden-channel510,
,2181,[522],[],2540,True,0.81,1.0,522,kaden-channel489,
,523,[31],"[1438, 1621, 1810, 2111, 2420]",132,True,0.81,1.0,31,kaden-channel661,
,1438,[523],[],280,True,0.81,1.0,523,kaden-channel97,
,1621,[523],[],1438,True,0.81,1.0,523,kaden-channel195,
,1810,[523],[],1438,True,0.7290000000000001,1.5,523,kaden-channel313,
,2111,[523],[],1438,True,0.81,1.0,523,kaden-channel625,
,2420,[523],[],1438,True,0.81,1.0,523,kaden-channel574,
,641,[31],"[657, 724, 1260, 1398, 1756, 1824, 1960, 444, 1571, 1835]",522,True,0.81,1.0,31,kaden-channel847,
,657,[641],[],522,True,0.81,1.0,641,kaden-channel469,
,724,[641],[],657,True,0.81,1.0,641,kaden-channel537,
,1260,[641],[],724,True,0.81,1.0,641,kaden-channel416,
,1398,[641],[],724,True,0.81,1.0,641,kaden-channel364,
,1756,[641],[],724,True,0.81,1.0,641,kaden-channel775,
,1824,[641],[],657,True,0.81,1.0,641,kaden-channel207,
,1960,[641],[],724,True,0.81,1.0,641,kaden-channel189,
,444,[641],[],1824,True,0.81,1.0,641,kaden-channel110,
,1571,[641],[],1824,True,0.81,1.0,641,kaden-channel531,
,1835,[641],[],1260,True,0.81,1.0,641,kaden-channel68,
,36,[11],"[80, 83, 151, 156, 177, 211, 270, 311, 342, 345]",27,True,0.81,1.0,11,kaden-channel430,
,80,[36],"[675, 1416, 214, 2606, 2497]",71,True,0.81,1.0,36,kaden-channel732,
,675,[80],[],177,True,0.81,1.0,80,kaden-channel314,
,1416,[80],[],675,True,0.81,1.0,80,kaden-channel280,
,214,[80],[],675,True,0.81,1.0,80,kaden-channel662,
,2606,[80],[],214,True,0.81,1.0,80,kaden-channel90,
,2497,[80],[],675,True,0.81,1.0,80,kaden-channel445,
,83,[36],"[994, 1567, 1732, 377, 2183]",80,True,0.81,1.0,36,kaden-channel85,
,994,[83],[2185],270,True,0.81,1.0,83,kaden-channel233,
,2185,[994],[],994,True,0.7290000000000001,1.5,994,kaden-channel719,
,1567,[83],[1624],994,True,0.81,1.0,83,kaden-channel450,
,1624,[1567],[],994,True,0.7290000000000001,1.5,1567,sports-watch356,
,1732,[83],[],994,True,0.81,1.0,83,kaden-channel99,
,377,[83],[],1732,True,0.7290000000000001,1.5,83,kaden-channel709,
,2183,[83],[],1732,True,0.81,1.0,83,kaden-channel142,
,151,[36],"[1211, 632, 1917, 552]",80,True,0.81,1.0,36,kaden-channel807,
,1211,[151],[],156,True,0.81,1.0,151,kaden-channel330,
,632,[151],[],1211,True,0.81,1.0,151,kaden-channel519,
,1917,[151],[],632,True,0.81,1.0,151,kaden-channel344,
,552,[151],[],632,True,0.81,1.0,151,kaden-channel670,
,156,[36],"[1113, 2006, 367, 464, 500, 140]",80,True,0.81,1.0,36,kaden-channel609,
,1113,[156],[],177,True,0.81,1.0,156,kaden-channel356,
,2006,[156],[],1113,True,0.81,1.0,156,kaden-channel17,
,367,[156],[],2006,True,0.81,1.0,156,kaden-channel201,
,464,[156],[],1113,True,0.81,1.0,156,kaden-channel94,
,500,[156],[],367,True,0.81,1.0,156,kaden-channel570,
,140,[156],[],464,True,0.81,1.0,156,kaden-channel851,
,177,[36],"[379, 768, 1820, 2125, 496]",156,True,0.81,1.0,36,kaden-channel545,
,379,[177],[],151,True,0.81,1.0,177,kaden-channel168,
,768,[177],[],379,True,0.81,1.0,177,kaden-channel672,
,1820,[177],[],379,True,0.81,1.0,177,kaden-channel44,
,2125,[177],[],1820,True,0.81,1.0,177,kaden-channel518,
,496,[177],[],379,True,0.81,1.0,177,kaden-channel271,
,211,[36],"[827, 1711, 2031, 2295, 2212]",177,True,0.81,1.0,36,kaden-channel339,
,827,[211],[],177,True,0.81,1.0,211,kaden-channel503,
,1711,[211],[],827,True,0.81,1.0,211,kaden-channel61,
,2031,[211],[],1711,True,0.81,1.0,211,kaden-channel65,
,2295,[211],[],2031,True,0.81,1.0,211,kaden-channel483,
,2212,[211],[],2295,True,0.81,1.0,211,kaden-channel285,
,270,[36],"[1168, 2219, 2444, 386]",177,True,0.81,1.0,36,kaden-channel601,
,1168,[270],[],345,True,0.81,1.0,270,kaden-channel481,
,2219,[270],[],1168,True,0.81,1.0,270,kaden-channel749,
,2444,[270],[],2219,True,0.81,1.0,270,kaden-channel179,
,386,[270],[],2219,True,0.81,1.0,270,kaden-channel89,
,311,[36],"[826, 1602, 2251, 2421, 2580]",177,True,0.81,1.0,36,kaden-channel245,
,826,[311],[],177,True,0.81,1.0,311,kaden-channel729,
,1602,[311],[],826,True,0.81,1.0,311,kaden-channel583,
,2251,[311],[],1602,True,0.81,1.0,311,kaden-channel52,
,2421,[311],[],1602,True,0.81,1.0,311,kaden-channel155,
,2580,[311],[],1602,True,0.81,1.0,311,kaden-channel197,
,342,[36],"[2514, 634, 1883, 2173, 2387]",177,True,0.81,1.0,36,kaden-channel151,
,2514,[342],[],177,True,0.81,1.0,342,kaden-channel635,
,634,[342],[],2514,True,0.81,1.0,342,kaden-channel174,
,1883,[342],[],2514,True,0.81,1.0,342,kaden-channel788,
,2173,[342],[],2514,True,0.81,1.0,342,kaden-channel417,
,2387,[342],[],2514,True,0.81,1.0,342,kaden-channel70,
,345,[36],"[639, 1038, 1342, 2350, 2370]",177,True,0.81,1.0,36,kaden-channel665,
,639,[345],[],156,True,0.81,1.0,345,sports-watch307,
,1038,[345],[],639,True,0.81,1.0,345,kaden-channel526,
,1342,[345],[],1038,True,0.81,1.0,345,kaden-channel226,
,2350,[345],[],1342,True,0.81,1.0,345,kaden-channel657,
,2370,[345],[],2350,True,0.81,1.0,345,kaden-channel405,
,37,[11],"[127, 152, 153, 234, 255, 274, 358, 405, 511, 554]",36,True,0.81,1.0,11,kaden-channel484,
,127,[37],"[1340, 2051, 2504, 2532, 262]",62,True,0.81,1.0,37,kaden-channel218,
,1340,[127],[],358,True,0.81,1.0,127,kaden-channel130,
,2051,[127],[],1340,True,0.81,1.0,127,kaden-channel266,
,2504,[127],[],1340,True,0.81,1.0,127,kaden-channel74,
,2532,[127],[],2504,True,0.81,1.0,127,kaden-channel357,
,262,[127],[],2532,True,0.81,1.0,127,kaden-channel756,
,152,[37],"[761, 1608, 1871, 1905, 1033, 566, 974, 1811, 110]",127,True,0.81,1.0,37,kaden-channel393,
,761,[152],[],554,True,0.81,1.0,152,kaden-channel655,
,1608,[152],[],761,True,0.81,1.0,152,kaden-channel803,
,1871,[152],[],761,True,0.7290000000000001,1.5,152,sports-watch535,
,1905,[152],[],1871,True,0.81,1.0,152,kaden-channel548,
,1033,[152],[],1608,True,0.81,1.0,152,kaden-channel733,
,566,[152],[],761,True,0.81,1.0,152,kaden-channel146,
,974,[152],[],761,True,0.81,1.0,152,kaden-channel538,
,1811,[152],[],761,True,0.81,1.0,152,kaden-channel161,
,110,[152],[],974,True,0.81,1.0,152,kaden-channel253,
,153,[37],"[1952, 2329, 2428, 2345, 1325]",152,True,0.81,1.0,37,kaden-channel778,
,1952,[153],[],234,True,0.81,1.0,153,kaden-channel82,
,2329,[153],[],1952,True,0.81,1.0,153,kaden-channel576,
,2428,[153],[],2329,True,0.81,1.0,153,kaden-channel81,
,2345,[153],[],2329,True,0.81,1.0,153,kaden-channel369,
,1325,[153],[],2345,True,0.81,1.0,153,kaden-channel547,
,234,[37],"[1136, 1167, 1712, 2400, 2248]",127,True,0.81,1.0,37,kaden-channel147,
,1136,[234],[2380],152,True,0.81,1.0,234,kaden-channel279,
,2380,[1136],[],1136,True,0.7290000000000001,1.5,1136,kaden-channel743,
,1167,[234],[],1136,True,0.81,1.0,234,kaden-channel641,
,1712,[234],[],1167,True,0.81,1.0,234,kaden-channel91,
,2400,[234],[],1712,True,0.81,1.0,234,kaden-channel223,
,2248,[234],[],2400,True,0.81,1.0,234,kaden-channel102,
,255,[37],"[2041, 2328, 1130, 2149]",234,True,0.81,1.0,37,kaden-channel157,
,2041,[255],[],152,True,0.81,1.0,255,kaden-channel640,
,2328,[255],[],2041,True,0.81,1.0,255,kaden-channel812,
,1130,[255],[],2041,True,0.81,1.0,255,kaden-channel202,
,2149,[255],[],1130,True,0.81,1.0,255,kaden-channel556,
,274,[37],"[1061, 1075, 1153, 1368, 1535, 1577, 1121, 506]",234,True,0.81,1.0,37,kaden-channel833,
,1061,[274],[],152,True,0.81,1.0,274,kaden-channel540,
,1075,[274],[],1061,True,0.81,1.0,274,kaden-channel100,
,1153,[274],[],1061,True,0.81,1.0,274,kaden-channel224,
,1368,[274],[],1061,True,0.81,1.0,274,kaden-channel861,
,1535,[274],[],1075,True,0.81,1.0,274,kaden-channel295,
,1577,[274],[],1061,True,0.81,1.0,274,kaden-channel620,
,1121,[274],[],1577,True,0.81,1.0,274,kaden-channel767,
,506,[274],[],1153,True,0.81,1.0,274,kaden-channel138,
,358,[37],"[1183, 1664, 1726, 2114, 2229, 2367, 670, 1292, 681]",127,True,0.81,1.0,37,kaden-channel163,
,1183,[358],[],255,True,0.81,1.0,358,kaden-channel140,
,1664,[358],[],1183,True,0.81,1.0,358,kaden-channel673,
,1726,[358],[],1183,True,0.81,1.0,358,kaden-channel114,
,2114,[358],[],1183,True,0.81,1.0,358,kaden-channel150,
,2229,[358],[],1183,True,0.81,1.0,358,kaden-channel216,
,2367,[358],[],1726,True,0.81,1.0,358,kaden-channel372,
,670,[358],[],2229,True,0.81,1.0,358,kaden-channel660,
,1292,[358],[],670,True,0.81,1.0,358,kaden-channel462,
,681,[358],[],670,True,0.81,1.0,358,kaden-channel565,
,405,[37],"[1270, 1885, 2298, 2408, 2448, 256, 1703, 2272]",152,True,0.81,1.0,37,kaden-channel517,
,1270,[405],[],405,True,0.7290000000000001,1.5,405,movie-enter81,
,1885,[405],[],1270,True,0.81,1.0,405,sports-watch174,
,2298,[405],[],1885,True,0.81,1.0,405,kaden-channel666,
,2408,[405],[],2298,True,0.81,1.0,405,kaden-channel159,
,2448,[405],[],2298,True,0.81,1.0,405,kaden-channel600,
,256,[405],[],2448,True,0.81,1.0,405,kaden-channel592,
,1703,[405],[],2408,True,0.81,1.0,405,kaden-channel184,
,2272,[405],[],2408,True,0.81,1.0,405,kaden-channel229,
,511,[37],"[2078, 2135, 866]",255,True,0.81,1.0,37,kaden-channel39,
,2078,[511],[],152,True,0.81,1.0,511,kaden-channel338,
,2135,[511],[],2078,True,0.81,1.0,511,kaden-channel435,
,866,[511],[],2078,True,0.81,1.0,511,kaden-channel262,
,554,[37],"[1123, 1548, 2134]",255,True,0.81,1.0,37,kaden-channel113,
,1123,[554],[],274,True,0.81,1.0,554,kaden-channel79,
,1548,[554],[],1123,True,0.81,1.0,554,kaden-channel411,
,2134,[554],[],1123,True,0.81,1.0,554,kaden-channel429,
,62,[11],"[103, 116, 138, 155, 188, 305, 317, 353, 357, 387]",37,True,0.81,1.0,11,kaden-channel624,
,103,[62],"[1948, 1002]",71,True,0.81,1.0,62,kaden-channel808,
,1948,[103],[],353,True,0.81,1.0,103,kaden-channel371,
,1002,[103],[],1948,True,0.81,1.0,103,kaden-channel149,
,116,[62],"[440, 676, 939, 1237, 2322, 2633]",103,True,0.81,1.0,62,kaden-channel331,
,440,[116],[],188,True,0.81,1.0,116,kaden-channel14,
,676,[116],[],440,True,0.81,1.0,116,kaden-channel263,
,939,[116],[],676,True,0.81,1.0,116,kaden-channel596,
,1237,[116],[],676,True,0.81,1.0,116,kaden-channel494,
,2322,[116],[],939,True,0.81,1.0,116,kaden-channel802,
,2633,[116],[],676,True,0.81,1.0,116,kaden-channel727,
,138,[62],"[407, 573, 825, 1174, 2255]",116,True,0.81,1.0,62,kaden-channel859,
,407,[138],[],317,True,0.81,1.0,138,kaden-channel49,
,573,[138],[],407,True,0.81,1.0,138,kaden-channel296,
,825,[138],[],573,True,0.81,1.0,138,kaden-channel453,
,1174,[138],[],573,True,0.81,1.0,138,kaden-channel199,
,2255,[138],[],407,True,0.81,1.0,138,kaden-channel54,
,155,[62],"[1769, 1932, 2469, 1332, 1414, 1490]",116,True,0.81,1.0,62,kaden-channel659,
,1769,[155],[],116,True,0.81,1.0,155,kaden-channel410,
,1932,[155],[],1769,True,0.81,1.0,155,kaden-channel377,
,2469,[155],[],1769,True,0.81,1.0,155,kaden-channel838,
,1332,[155],[],2469,True,0.81,1.0,155,kaden-channel326,
,1414,[155],[],1769,True,0.81,1.0,155,movie-enter689,
,1490,[155],[],1332,True,0.81,1.0,155,kaden-channel561,
,188,[62],"[504, 640, 786, 2056, 883]",116,True,0.81,1.0,62,kaden-channel134,
,504,[188],[],305,True,0.81,1.0,188,kaden-channel153,
,640,[188],[],504,True,0.81,1.0,188,kaden-channel463,
,786,[188],[],640,True,0.81,1.0,188,kaden-channel177,
,2056,[188],[],504,True,0.81,1.0,188,kaden-channel101,
,883,[188],[],504,True,0.81,1.0,188,kaden-channel309,
,305,[62],"[2112, 614, 693]",116,True,0.81,1.0,62,kaden-channel590,
,2112,[305],[],387,True,0.81,1.0,305,kaden-channel33,
,614,[305],[],2112,True,0.7290000000000001,1.5,305,kaden-channel787,
,693,[305],[],2112,True,0.81,1.0,305,kaden-channel478,
,317,[62],"[1280, 2311, 328, 503, 2304, 865]",116,True,0.81,1.0,62,kaden-channel8,
,1280,[317],[],155,True,0.81,1.0,317,kaden-channel474,
,2311,[317],[],1280,True,0.81,1.0,317,kaden-channel333,
,328,[317],[],2311,True,0.81,1.0,317,kaden-channel644,
,503,[317],[],2311,True,0.81,1.0,317,kaden-channel381,
,2304,[317],[],2311,True,0.81,1.0,317,kaden-channel3,
,865,[317],[],503,True,0.81,1.0,317,kaden-channel23,
,353,[62],"[1505, 1808, 1853, 1025]",305,True,0.81,1.0,62,kaden-channel205,
,1505,[353],[],188,True,0.81,1.0,353,kaden-channel128,
,1808,[353],[],1505,True,0.81,1.0,353,kaden-channel840,
,1853,[353],[],1505,True,0.81,1.0,353,kaden-channel291,
,1025,[353],[],1505,True,0.81,1.0,353,kaden-channel275,
,357,[62],"[631, 1309, 1574, 1921]",317,True,0.81,1.0,62,kaden-channel80,
,631,[357],[],317,True,0.81,1.0,357,kaden-channel92,
,1309,[357],[],631,True,0.81,1.0,357,kaden-channel58,
,1574,[357],[],631,True,0.81,1.0,357,kaden-channel653,
,1921,[357],[],1574,True,0.81,1.0,357,kaden-channel126,
,387,[62],"[592, 1054, 1225, 1451, 2579]",188,True,0.81,1.0,62,kaden-channel32,
,592,[387],[],317,True,0.81,1.0,387,kaden-channel500,
,1054,[387],[],592,True,0.81,1.0,387,kaden-channel451,
,1225,[387],[],592,True,0.81,1.0,387,kaden-channel747,
,1451,[387],[677],592,True,0.81,1.0,387,kaden-channel154,
,677,[1451],[],592,True,0.7290000000000001,1.5,1451,kaden-channel716,
,2579,[387],[],1054,True,0.81,1.0,387,kaden-channel43,
,63,[11],"[115, 233, 244, 263, 273, 341, 443, 486, 532, 587]",62,True,0.81,1.0,11,kaden-channel735,
,115,[63],"[1737, 2008, 2489, 2290, 2361, 2195, 2224]",74,True,0.81,1.0,63,kaden-channel746,
,1737,[115],[],341,True,0.81,1.0,115,kaden-channel15,
,2008,[115],[],1737,True,0.81,1.0,115,kaden-channel578,
,2489,[115],[],1737,True,0.81,1.0,115,kaden-channel351,
,2290,[115],[],2489,True,0.81,1.0,115,kaden-channel250,
,2361,[115],[],2290,True,0.81,1.0,115,kaden-channel337,
,2195,[115],[],2489,True,0.81,1.0,115,kaden-channel589,
,2224,[115],[],2361,True,0.7290000000000001,1.5,115,kaden-channel828,
,233,[63],"[1012, 1261, 2028, 2430, 2485, 2570, 84, 1238, 2629, 1166]",115,True,0.81,1.0,63,kaden-channel407,
,1012,[233],[],532,True,0.81,1.0,233,kaden-channel852,
,1261,[233],[],1012,True,0.7290000000000001,1.5,233,kaden-channel690,
,2028,[233],[],1261,True,0.81,1.0,233,kaden-channel227,
,2430,[233],[],1012,True,0.81,1.0,233,kaden-channel127,
,2485,[233],[],2430,True,0.81,1.0,233,kaden-channel854,
,2570,[233],[],2430,True,0.81,1.0,233,kaden-channel649,
,84,[233],[],2430,True,0.81,1.0,233,kaden-channel183,
,1238,[233],[],2570,True,0.81,1.0,233,kaden-channel651,
,2629,[233],[],2570,True,0.7290000000000001,1.5,233,kaden-channel863,
,1166,[233],[],1238,True,0.81,1.0,233,kaden-channel193,
,244,[63],"[612, 1050, 1478, 2095]",115,True,0.81,1.0,63,sports-watch839,
,612,[244],[],486,True,0.81,1.0,244,kaden-channel629,
,1050,[244],[],612,True,0.81,1.0,244,kaden-channel316,
,1478,[244],[],1050,True,0.81,1.0,244,kaden-channel160,
,2095,[244],[],1050,True,0.7290000000000001,1.5,244,kaden-channel418,
,263,[63],"[703, 1295, 1554, 1919, 2531, 2379, 2621]",233,True,0.81,1.0,63,kaden-channel283,
,703,[263],[],486,True,0.81,1.0,263,kaden-channel401,
,1295,[263],[],703,True,0.81,1.0,263,kaden-channel490,
,1554,[263],[],703,True,0.81,1.0,263,kaden-channel567,
,1919,[263],[],1554,True,0.81,1.0,263,kaden-channel73,
,2531,[263],[],1554,True,0.81,1.0,263,kaden-channel221,
,2379,[263],[],1295,True,0.81,1.0,263,kaden-channel825,
,2621,[263],[],2379,True,0.7290000000000001,1.5,263,kaden-channel347,
,273,[63],"[832, 852, 1029, 1231, 397]",263,True,0.81,1.0,63,kaden-channel133,
,832,[273],[],263,True,0.81,1.0,273,kaden-channel636,
,852,[273],[],832,True,0.81,1.0,273,kaden-channel599,
,1029,[273],[],832,True,0.81,1.0,273,kaden-channel723,
,1231,[273],[],852,True,0.81,1.0,273,kaden-channel162,
,397,[273],[],832,True,0.81,1.0,273,kaden-channel627,
,341,[63],"[1058, 1341, 180, 1999, 154]",233,True,0.81,1.0,63,kaden-channel11,
,1058,[341],[],486,True,0.81,1.0,341,kaden-channel432,
,1341,[341],[],1058,True,0.81,1.0,341,kaden-channel568,
,180,[341],[],1058,True,0.7290000000000001,1.5,341,kaden-channel707,
,1999,[341],[],1341,True,0.7290000000000001,1.5,341,kaden-channel730,
,154,[341],[],1341,True,0.81,1.0,341,kaden-channel105,
,443,[63],"[977, 2178, 2458, 2544, 2600, 967, 1825]",341,True,0.81,1.0,63,kaden-channel137,
,977,[443],[],443,True,0.7290000000000001,1.0,443,kaden-channel814,
,2178,[443],[],977,True,0.81,1.0,443,kaden-channel57,
,2458,[443],[],2178,True,0.81,1.0,443,kaden-channel67,
,2544,[443],[],2178,True,0.81,1.0,443,kaden-channel1,
